compound_id,preferred_name,synonyms
kegg:C03906,"beta-L-Arabinose 1-phosphate","beta-L-Arabinose 1-phosphate"
kegg:C03910,"(24R,24'R)-Fucosterol epoxide","(24R,24'R)-Fucosterol epoxide|(24R,28R)-Fucosterol epoxide"
kegg:C03912,"(S)-1-Pyrroline-5-carboxylate","(S)-1-Pyrroline-5-carboxylate|1-Pyrroline-5-carboxylate|L-1-Pyrroline-5-carboxylate|d-1-pyrroline-5-carboxylate|dl-d-1-pyrroline-5-carboxylate"
kegg:C03914,"(S)-beta-Methylindolepyruvate","(S)-beta-Methylindolepyruvate"
kegg:C03916,"1-Oleoylglycerophosphocholine","1-Oleoyl-sn-glycero-3-phosphocholine|1-Oleoylglycerophosphocholine"
kegg:C03917,"Dihydrotestosterone","17beta-Hydroxy-5alpha-androstan-3-one|17beta-Hydroxyandrostan-3-one|Androstanolone|Dihydrotestosterone"
kegg:C03918,"2,4-Dichloro-cis,cis-muconate","2,4-Dichloro-cis,cis-muconate"
kegg:C03920,"2-(Methylthio)ethanesulfonate","2-(Methylthio)ethanesulfonate|Methyl CoM|Methylcoenzyme M"
kegg:C03921,"2-Dehydro-3-deoxy-D-glucarate","2-Dehydro-3-deoxy-D-glucarate"
kegg:C03922,"2-Deoxystreptamine antibiotic","2-Deoxystreptamine antibiotic"
kegg:C03924,"3'-Phosphooligoribonucleotide","3'-Phosphooligoribonucleotide"
kegg:C03925,"3,5-Dibromo-4-hydroxybenzoate","3,5-Dibromo-4-hydroxybenzoate"
kegg:C03926,"3-Dehydro-2-deoxy-D-gluconate","2-deoxy-3-dehydro-d-gluconate|3-Dehydro-2-deoxy-D-gluconate"
kegg:C03927,"3-Hydroxy-4H-pyrid-4-one","3-Hydroxy-4(1H)-pyridinone|3-Hydroxy-4H-pyrid-4-one|3-Hydroxypyridin-4(1H)-one"
kegg:C03928,"3-Phosphoglycerol-glutathione","3-Phosphoglycerol-glutathione"
kegg:C03929,"3-tert-Butyl-5-methylcatechol","3-tert-Butyl-5-methylcatechol"
kegg:C03930,"3alpha-Hydroxyglycyrrhetinate","3alpha-Hydroxyglycyrrhetinate"
kegg:C03933,"5-D-Glutamyl-D-glutamyl-peptide","5-D-Glutamyl-D-glutamyl-peptide|gamma-D-Glutamyl-D-glutamyl-peptide"
kegg:C03935,"6beta-Hydroxyestradiol-17beta","6beta-Hydroxyestradiol-17beta"
kegg:C03939,"Acetyl-[acyl-carrier protein]","Acetyl-[acyl-carrier protein]"
kegg:C03940,"Anthocyanidin-3-O-beta-D-glucoside","Anthocyanidin-3-O-D-glucoside|Anthocyanidin-3-O-beta-D-glucoside"
kegg:C03941,"Calmodulin N6-methyl-L-lysine","Calmodulin N6-methyl-L-lysine"
kegg:C03942,"D-Galactosylglycosaminoglycan","D-Galactosylglycosaminoglycan"
kegg:C03943,"(2R,4S)-2,4-Diaminopentanoate","(2R,4S)-2,4-Diaminopentanoate|2,4-Diaminopentanoate|D-threo-2,4-Diaminopentanoate"
kegg:C03944,"Dihydromethylsterigmatocystin","Dihydromethylsterigmatocystin"
kegg:C03946,"Flavonol 3-O-beta-D-glucoside","Flavonol 3-O-D-glucoside|Flavonol 3-O-beta-D-glucoside"
kegg:C03947,"Glycerol 1,2-cyclic phosphate","1,3,2-Dioxaphospholane-4-methanol|Glycerol 1,2-cyclic phosphate"
kegg:C03948,"N-Glycolyl-D-mannosaminolactone","Glycolyl-D-mannosaminolactone|N-Glycolyl-D-mannosaminolactone"
kegg:C03951,"Luteolin 7-O-beta-D-glucoside","7-O-beta-D-Glucosyl-5,7,3',4'-tetrahydroxyflavone|Luteolin 7-O-beta-D-glucoside|Luteolin 7-O-glucoside"
kegg:C03953,"N-Acetylglucosamine 4-sulfate","N-Acetyl-D-glucosamine 4-sulfate|N-Acetylglucosamine 4-sulfate"
kegg:C03954,"N-Hydroxy-2-acetamidofluorene","N-Hydroxy-2-acetamidofluorene"
kegg:C03955,"N6-Acetyl-N6-hydroxy-L-lysine","N6-Acetyl-N6-hydroxy-L-lysine|N6-Acetyl-N6-hydroxylysine"
kegg:C03956,"Oligoglycosylglucosylceramide","Oligoglycosylglucosylceramide"
kegg:C03957,"Peptide 3-hydroxy-L-aspartate","Peptide 3-hydroxy-L-aspartate"
kegg:C03958,"Thyrotropin-releasing hormone","Protirelin|TRH|Thyroliberin|Thyrotropin-releasing hormone"
kegg:C03959,"[DNA-directed RNA polymerase]","[DNA-directed RNA polymerase]|[RNA polymerase]"
kegg:C03961,"erythro-3-Hydroxy-Ls-aspartate","erythro-3-Hydroxy-L-aspartate|erythro-3-Hydroxy-L-aspartic acid|erythro-3-Hydroxy-Ls-aspartate|erythro-3-Hydroxy-Ls-aspartic acid"
kegg:C03962,"(-)-Menthyl O-beta-D-glucoside","(-)-Menthyl O-beta-D-glucoside"
kegg:C03963,"Sarsasapogenin","(25S)-5beta-Spirostan-3beta-ol|Sarsasapogenin"
kegg:C03964,"(R)-3-(4-Hydroxyphenyl)lactate","(R)-3-(4-Hydroxyphenyl)lactate"
kegg:C03968,"1-Alkyl-sn-glycero-3-phosphate","1-Alkyl-sn-glycero-3-phosphate|1-Alkyl-sn-glycerol 3-phosphate|1-O-Alkyl-sn-glycerol 3-phosphate"
kegg:C03969,"1-Aminocyclopentanecarboxylate","1-Aminocyclopentanecarboxylate|1-Aminocyclopentanecarboxylic acid|Cycloleucine"
kegg:C03972,"2,3,4,5-Tetrahydrodipicolinate","(S)-2,3,4,5-Tetrahydropyridine-2,6-dicarboxylate|2,3,4,5-Tetrahydrodipicolinate|L-2,3,4,5-Tetrahydrodipicolinate|delta1-Piperidine-2,6-dicarboxylate"
kegg:C03974,"2-Acyl-sn-glycerol 3-phosphate","2-Acyl-sn-glycerol 3-phosphate"
kegg:C03975,"Isoxanthopterin","2-Amino-4,7-dihydroxypteridine|Isoxanthopterin"
kegg:C03979,"2-Dehydro-3-deoxy-L-rhamnonate","2-Dehydro-3-deoxy-L-rhamnonate"
kegg:C03980,"2-Deoxystreptamine 4-phosphate","2-Deoxystreptamine 4-phosphate"
kegg:C03981,"2-Hydroxyethylenedicarboxylate","2-Hydroxybut-2-enedioic acid|2-Hydroxyethylenedicarboxylate|enol-Oxaloacetate|enol-Oxaloacetic acid"
kegg:C03982,"2-Methylpropanal O-methyloxime","2-Methylpropanal O-methyloxime|Isobutyraldoxime O-methyl ether"
kegg:C03983,"3'-Hydroxyloligoribonucleotide","3'-Hydroxyloligoribonucleotide"
kegg:C03985,"3,7-Dimethylocta-1,6-dien-3-ol","3,7-Dimethylocta-1,6-dien-3-ol|Linalool"
kegg:C03986,"3-Hydroxy-4-methylanthranilate","3-Hydroxy-4-methylanthranilate"
kegg:C03987,"3-Iodo-4-hydroxyphenylpyruvate","3-Iodo-4-hydroxyphenylpyruvate"
kegg:C03989,"Isolychnose","3F-alpha-D-Galactosylraffinose|Isolychnose"
kegg:C03990,"Lithocholic acid","3alpha-Hydroxy-5beta-cholanate|3alpha-Hydroxy-5beta-cholanic acid|Lithocholate|Lithocholic acid"
kegg:C03993,"4-(beta-D-Glucosyloxy)benzoate","4-(beta-D-Glucosyloxy)benzoate|4-Hydroxybenzoate-O-glucoside"
kegg:C03994,"4-Hydroxymethylphenylhydrazine","4-Hydroxymethylphenylhydrazine"
kegg:C03995,"4-Nitrophenyl-3-ketovalidamine","4-Nitrophenyl-3-ketovalidamine|N-(4-Nitrophenyl)-3-ketovalidamine|p-Nitrophenyl-3-ketovalidamine"
kegg:C03996,"5'-O-beta-D-Glucosylpyridoxine","5'-O-beta-D-Glucosylpyridoxine"
kegg:C03997,"5-Hydroxymethyldeoxycytidylate","2'-Deoxy-5-hydroxymethylcytidine 5'-phosphate|5-Hydroxymethyldeoxycytidylate|5-Hydroxymethyldeoxycytidylic acid"
kegg:C03998,"7-Methylguanosine 5'-phosphate","7-Methylguanosine 5'-phosphate"
kegg:C03999,"Alanyl-poly(glycerolphosphate)","(D-Ala1->2Gro-1-P)n|Alanyl-poly(glycerolphosphate)"
kegg:C04000,"Benzyl 2-methyl-3-oxobutanoate","Benzyl 2-methyl-3-oxobutanoate"
kegg:C04001,"Blood coagulation Factor VIIIa","Blood coagulation Factor VIIIa"
kegg:C04002,"(Z)-But-1-ene-1,2,4-tricarboxylate","(Z)-1,2,4-But-1-enetricarboxylic acid|(Z)-But-1-ene-1,2,4-tricarboxylate|Homo-cis-aconitate|cis-Homoaconitate"
kegg:C04006,"1D-myo-Inositol 3-phosphate","1D-myo-Inositol 3-monophosphate|1D-myo-Inositol 3-phosphate|1L-myo-Inositol 1-phosphate|D-myo-Inositol 3-monophosphate|D-myo-Inositol 3-phosphate|Inositol 3-monophosphate|Inositol 3-phosphate|L-myo-Inositol 1-phosphate|myo-Inositol 3-monophosphate|myo-Inositol 3-phosphate"
kegg:C04007,"Flavanone 7-O-beta-D-glucoside","Flavanone 7-O-beta-D-glucoside|Flavanone 7-O-glucoside"
kegg:C04010,"Glycoprotein phospho-D-mannose","Glycoprotein phospho-D-mannose"
kegg:C04013,"Multi-methyl-branched acyl-CoA","Multi-methyl-branched acyl-CoA"
kegg:C04015,"N-Acetyl-4-O-acetylneuraminate","N,4-O-Diacetylneuraminate|N-Acetyl-4-O-acetylneuraminate"
kegg:C04016,"N-Acetyl-7-O-acetylneuraminate","N,7-O-Diacetylneuraminate|N-Acetyl-7-O-acetylneuraminate"
kegg:C04017,"N-Acetyl-9-O-acetylneuraminate","N,9-O-Diacetylneuraminate|N-Acetyl-9-O-acetylneuraminate"
kegg:C04018,"N-Acetyl-D-galactosaminoglycan","N-Acetyl-D-galactosaminoglycan"
kegg:C04019,"N-Acetyl-alpha-D-glucosaminide","N-Acetyl-alpha-D-glucosaminide"
kegg:C04020,"D-Lysopine","D-Lysopine|Lysopine|N2-(D-1-Carboxyethyl)-L-lysine"
kegg:C04021,"Phosphatidylinositol phosphate","1,2-Diacyl-sn-glycero-3-phospho-(1'-inositol-4'-phosphate)|Phosphatidylinositol phosphate"
kegg:C04022,"S,S-Dimethyl-beta-propiothetin","DMPT|DMSP|Dimethylpropiothetin|S,S-Dimethyl-beta-propiothetin|S-Dimethylsulfonium propionic acid"
kegg:C04024,"Vitexin 2''-O-beta-D-glucoside","2''-O-Glucosylvitexin|Flavosativaside|Vitexin 2''-O-beta-D-glucoside"
kegg:C04025,"alpha,omega-Dicarboxylic acid","alpha,omega-Dicarboxylic acid"
kegg:C04026,"alpha-N-Substituted L-arginine","alpha-N-Substituted L-arginine"
kegg:C04030,"(2,3-Dihydroxybenzoyl)adenylate","(2,3-Dihydroxybenzoyl)adenylate"
kegg:C04031,"(3S)-3-Hydroxyacyl-hydrolipoate","(3S)-3-Hydroxyacyl-hydrolipoate"
kegg:C04033,"1,3,6,8-Naphthalenetetrol","1,3,6,8-Naphthalenetetrol|1,3,6,8-Tetrahydroxynaphthalene"
kegg:C04034,"1,6-beta-D-Galactosylgalactogen","1,6-beta-D-Galactosylgalactogen"
kegg:C04036,"1-Palmitoylglycerol 3-phosphate","1-Hexadecanoyl-sn-glycero-3-phosphate|1-Palmitoylglycerol 3-phosphate"
kegg:C04037,"1-Phospho-alpha-D-galacturonate","1-Phospho-alpha-D-galacturonate|D-Galacturonate 1-phosphate"
kegg:C04039,"2,3-Dihydroxy-3-methylbutanoate","2,3-Dihydroxy-3-methylbutanoate|2,3-Dihydroxy-isovalerate|2,3-Dihydroxy-isovaleric acid|alpha,beta-Dihydroxy-isovalerate"
kegg:C04042,"20alpha-Hydroxy-4-pregnen-3-one","(S)-20-Hydroxypregn-4-en-3-one|20alpha-Hydroxy-4-pregnen-3-one|20alpha-Hydroxypregn-4-en-3-one|20alpha-Hydroxyprogesterone"
kegg:C04043,"3,4-Dihydroxyphenylacetaldehyde","3,4-Dihydroxyphenylacetaldehyde|Protocatechuatealdehyde"
kegg:C04044,"3-(2,3-Dihydroxyphenyl)propanoate","2,3-Dihydroxyphenylpropanoate|3-(2,3-Dihydroxyphenyl)propanoate"
kegg:C04045,"3-(3,4-Dihydroxyphenyl)pyruvate","3,4-Dihydroxyphenylpyruvate|3-(3,4-Dihydroxyphenyl)pyruvate"
kegg:C04046,"3-D-Glucosyl-1,2-diacylglycerol","1,2-Diacyl-3-beta-D-glucosyl-sn-glycerol|3-D-Glucosyl-1,2-diacylglycerol|Glcbeta1->3acyl2Gro|Monoglucosyl-diacylglycerol|Monoglucosyldiglyceride"
kegg:C04047,"3-Hydroxy-2-methylpropanoyl-CoA","3-Hydroxy-2-methylpropanoyl-CoA|3-Hydroxy-2-methylpropionyl-CoA|3-Hydroxyisobutyryl coenzyme A|3-Hydroxyisobutyryl-CoA"
kegg:C04049,"4-Hydroxy-4-methyl-2-oxoadipate","4-Hydroxy-4-methyl-2-oxoadipate"
kegg:C04050,"4-Hydroxyaminoquinoline N-oxide","4-Hydroxyaminoquinoline N-oxide"
kegg:C04051,"5-Amino-4-imidazolecarboxyamide","5-Amino-4-imidazolecarboxyamide"
kegg:C04052,"5-Carboxy-2-oxohept-3-enedioate","5-Carboxy-2-oxohept-3-enedioate|5-Oxopent-3-ene-1,2,5-tricarboxylate"
kegg:C04053,"5-Dehydro-4-deoxy-D-glucuronate","4-Deoxy-L-threo-5-hexosulose uronate|5-Dehydro-4-deoxy-D-glucuronate"
kegg:C04054,"5-Hydroxybenzimidazolylcob(I)amide","5-Hydroxybenzimidazolylcob(I)amide"
kegg:C04056,"9-cis,11-trans-Octadecadienoate","(9Z,11E)-Octadecadienoic acid|9-cis,11-trans-Octadecadienoate"
kegg:C04058,"Bis(5'-adenosyl) pentaphosphate","Bis(5'-adenosyl) pentaphosphate|P1,P5-Bis(5'-adenosyl) pentaphosphate"
kegg:C04061,"Cytochrome c N6-methyl-L-lysine","Cytochrome c N6-methyl-L-lysine"
kegg:C04062,"D-myo-Inositol 1,3-bisphosphate","1D-myo-Inositol 1,3-bisphosphate|D-myo-Inositol 1,3-bisphosphate|Inositol 1,3-bisphosphate|myo-Inositol 1,3-bisphosphate"
kegg:C04063,"D-myo-Inositol 3,4-bisphosphate","1D-myo-Inositol 3,4-bisphosphate|D-myo-Inositol 3,4-bisphosphate|Inositol 3,4-bisphosphate"
kegg:C04064,"D-myo-Inositol 4,5-bisphosphate","D-myo-Inositol 4,5-bisphosphate"
kegg:C04067,"Diethyl 2-methyl-3-oxosuccinate","Butanedioic acid, 2-methyl-3-oxo-, 1,4-diethyl ester|Diethyl 2-methyl-3-oxosuccinate|Diethyl oxalpropionate"
kegg:C04068,"Flavonol 3-O-D-xylosylglucoside","Flavonol 3-O-D-xylosylglucoside"
kegg:C04069,"Flavonol 3-O-D-xylosylglycoside","Flavonol 3-O-D-xylosylglycoside|Flavonol 3-O-[D-xylosyl-(1->2)-beta-D-glycoside]|Flavonol 3-[beta-D-xylosyl-(1->2)-beta-D-glycoside]"
kegg:C04070,"Gibberellin 2-O-beta-D-glucoside","Gibberellin 2-O-beta-D-glucoside"
kegg:C04071,"Guanidinoethyl methyl phosphate","Guanidinoethyl methyl phosphate"
kegg:C04072,"Heparin-glucosamine 3-O-sulfate","Heparin-glucosamine 3-O-sulfate"
kegg:C04073,"Heparosan-N-sulfate L-iduronate","Heparosan-N-sulfate L-iduronate"
kegg:C04074,"Isoflavone 7-O-beta-D-glucoside","Isoflavone 7-O-beta-D-glucoside"
kegg:C04075,"2-Amino-4-chloro-4-pentenoic acid","(S)-2-Amino-4-chloro-4-pentenoic acid|2-Amino-4-chloro-4-pentenoic acid|L-2-Amino-4-chloropent-4-enoate"
kegg:C04076,"L-2-Aminoadipate 6-semialdehyde","(S)-2-Amino-6-oxohexanoate|2-Aminoadipate 6-semialdehyde|Allysine|L-2-Aminoadipate 6-semialdehyde|L-Allysine"
kegg:C04078,"Methylmethionine sulfonium salt","Methylmethionine sulfonium chloride|Methylmethionine sulfonium salt|Vitamin U"
kegg:C04079,"N-((R)-Pantothenoyl)-L-cysteine","D-Pantothenoyl-L-cysteine|N-((R)-Pantothenoyl)-L-cysteine|N-Pantothenoylcysteine"
kegg:C04080,"N-(Long-chain-acyl)ethanolamine","N-(Long-chain-acyl)ethanolamine"
kegg:C04081,"N-Hydroxy-4-acetylaminobiphenyl","N-Hydroxy-4-acetylaminobiphenyl"
kegg:C04083,"N6-(delta2-Isopentenyl)-adenine","6-(gamma,gamma-Dimethylallylamino)purine|N6-(3-Methylbut-2-enyl)adenine|N6-(delta2-Isopentenyl)-adenine|N6-Dimethylallyladenine"
kegg:C04084,"Pregna-4,9(11)-diene-3,20-dione","Pregna-4,9(11)-diene-3,20-dione"
kegg:C04087,"Protein N(tau)-methyl-L-histidine","Protein N(tau)-methyl-L-histidine|Protein N-tele-methyl-L-histidine"
kegg:C04088,"Octadecanoyl-[acyl-carrier protein]","Octadecanoyl-[acyl-carrier protein]|Stearoyl-[acyl-carrier protein]"
kegg:C04089,"UDP-4-dehydro-6-deoxy-D-glucose","UDP-4-dehydro-6-deoxy-D-glucose|UDP-4-keto-6-deoxy-D-glucose|UDP-4-oxo-6-deoxy-D-glucose"
kegg:C04090,"Ubiquitin C-terminal thiolester","Ubiquitin C-terminal thiolester"
kegg:C04091,"cis-1,2-Dihydrobenzene-1,2-diol","cis-1,2-Dihydrobenzene-1,2-diol|cis-Benzeneglycol|cis-Cyclohexa-3,5-diene-1,2-diol"
kegg:C04092,"delta1-Piperideine-2-carboxylate","1,2-Didehydropiperidine-2-carboxylate|d-1-Piperidine-2-carboxylate|d-1-piperidine-2-carboxylate|delta1-Piperideine-2-carboxylate"
kegg:C04093,"poly-cis-Polyprenyl diphosphate","poly-cis-Polyprenyl diphosphate"
kegg:C04097,"2-alpha-D-Mannosylheteroglycan","2-alpha-D-Mannosyl-heteroglycan|2-alpha-D-Mannosylheteroglycan"
kegg:C04098,"3-alpha-D-Mannosylheteroglycan","3-alpha-D-Mannosyl-heteroglycan|3-alpha-D-Mannosylheteroglycan"
kegg:C04099,"1,4-alpha-D-Glucooligosaccharide","1,4-alpha-D-Glucooligosaccharide"
kegg:C04100,"1-Linoleoylglycerophosphocholine","1-Linoleoyl-sn-glycero-3-phosphocholine|1-Linoleoylglycerophosphocholine"
kegg:C04101,"1-O,6-O-Digalloyl-beta-D-glucose","1-O,6-O-Digalloyl-beta-D-glucose"
kegg:C04102,"1-Palmitoylglycerophosphocholine","1-Palmitoyl-sn-glycero-3-phosphocholine|1-Palmitoylglycerophosphocholine"
kegg:C04103,"13-beta-D-Glucosyloxydocosanoate","13-beta-D-Glucosyloxydocosanoate"
kegg:C04104,"2,3-Dihydroxy-3-methylpentanoate","2,3-Dihydroxy-3-methylpentanoate|2,3-Dihydroxy-3-methylvalerate"
kegg:C04105,"2,5-Dihydro-5-oxofuran-2-acetate","2,5-Dihydro-5-oxofuran-2-acetate|2-Oxo-2,5-dihydrofuran-5-acetate|4-Carboxymethyl-4-hydroxyisocrotonolactone|5-Oxo-2,5-dihydrofuran-2-acetate|Muconolactone"
kegg:C04106,"2-(Hydroxymethyl)-4-oxobutanoate","2-(Hydroxymethyl)-4-oxobutanoate|2-Hydroxymethyl succinate semialdehyde|alpha-Hydroxymethyl succinate semialdehyde"
kegg:C04108,"20-Hydroxy-3-oxopregn-4-en-21-al","20-Hydroxy-3-oxopregn-4-en-21-al"
kegg:C04109,"3,3',4',5,7,8-Hexahydroxyflavone","3,3',4',5,7,8-Hexahydroxyflavone|Gossypetin"
kegg:C04110,"3,5-Dihydroxy-1,4-naphthoquinone","3,5-Dihydroxy-1,4-naphthoquinone"
kegg:C04111,"3-(Phosphoacetylamido)-L-alanine","3-(Phosphoacetylamido)-L-alanine"
kegg:C04112,"3-Methyl-cis,cis-hexadienedioate","3-Methyl-cis,cis-hexadienedioate|3-Methyl-cis,cis-muconate"
kegg:C04114,"4-(Trimethylammonio)but-2-enoate","4-(Trimethylammonio)but-2-enoate"
kegg:C04115,"4-Carboxy-4-hydroxy-2-oxoadipate","2-Hydroxy-4-oxobutane-1,2,4-tricarboxylate|4-Carboxy-4-hydroxy-2-oxoadipate|4-Hydroxy-4-carboxymethyl-2-oxoglutarate"
kegg:C04116,"4-Substituted phenylacetonitrile","4-Substituted phenylacetonitrile"
kegg:C04117,"5'-Phospho-RNA 3'-mononucleotide","5'-Phospho-RNA 3'-mononucleotide"
kegg:C04118,"5,8,13,13a-Tetrahydrocolumbamine","(13aS)-5,8,13,13a-Tetrahydro-3,9,10-trimethoxy-6H-dibenzo[a,g]quinolizin-2-ol|(S)-Tetrahydrocolumbamine|5,8,13,13a-Tetrahydrocolumbamine|Isocorypalmine"
kegg:C04121,"CMP-3-deoxy-D-manno-octulosonate","CMP-3-deoxy-D-manno-octulosonate|CMP-KDO"
kegg:C04122,"D-1-Aminopropan-2-ol O-phosphate","(R)-1-Aminopropan-2-yl phosphate|D-1-Aminopropan-2-ol O-phosphate"
kegg:C04125,"[Isocitrate dehydrogenase (NADP+)]","[Isocitrate dehydrogenase (NADP+)]"
kegg:C04126,"L-1-Aminopropan-2-ol O-phosphate","(S)-1-Aminopropan-2-yl phosphate|L-1-Aminopropan-2-ol O-phosphate"
kegg:C04128,"Low-density lipoprotein L-serine","Low-density lipoprotein L-serine"
kegg:C04130,"Methyl 2-diazoacetamidohexanoate","Methyl 2-diazoacetamidohexanoate"
kegg:C04131,"Monoamide of a dicarboxylic acid","Monoamide of a dicarboxylic acid"
kegg:C04132,"N-Acetyl-D-glucosamine 6-sulfate","N-Acetyl-D-glucosamine 6-sulfate"
kegg:C04133,"N-Acetyl-L-glutamate 5-phosphate","N-Acetyl-L-glutamate 5-phosphate|N-Acetyl-L-glutamyl 5-phosphate"
kegg:C04134,"N-Acetyl-alpha-D-galactosaminide","N-Acetyl-alpha-D-galactosaminide"
kegg:C04135,"N-Acetyl-beta-D-galactosaminyl-R","N-Acetyl-D-galactosaminyl-R|N-Acetyl-beta-D-galactosaminyl-R"
kegg:C04136,"N-Acyl-D-glucosamine 6-phosphate","N-Acyl-D-glucosamine 6-phosphate"
kegg:C04137,"D-Octopine","Arginine, N2-(1-carboxyethyl)-, L-|D-(+)-Octopine|D-Octopine|L-Arginine, N2-(1-carboxyethyl)-, (R)-|L-Arginine, N2-[(1R)-1-carboxyethyl]-|N2-(1-Carboxyethyl)-L-arginine|N2-(D-1-Carboxyethyl)-L-arginine|Octopine|n-2-(d-1-carboxyethyl)-l-arginine"
kegg:C04138,"N(alpha)-gamma-L-Glutamylhistamine","N(alpha)-gamma-L-Glutamylhistamine|Nalpha-gamma-L-glutamylhistamine"
kegg:C04141,"Phospho-beta-adrenergic receptor","Phospho-beta-adrenergic receptor|[beta-Adrenergic receptor] phosphate"
kegg:C04142,"Protein glutamate methyl ester","Protein L-glutamate O5-methyl ester|Protein L-glutamate methyl ester|Protein glutamate methyl ester"
kegg:C04144,"Tetrahydropteroyltri-L-glutamate","Tetrahydropteroyltri-L-glutamate"
kegg:C04145,"all-trans-Nonaprenyl diphosphate","Solanesyl diphosphate|Solanesyl pyrophosphate|all-trans-Nonaprenyl diphosphate"
kegg:C04146,"all-trans-Octaprenyl diphosphate","Farnesylfarnesylgeraniol|all-trans-Octaprenyl diphosphate"
kegg:C04147,"alpha-D-Glucosyl-(1,3)-D-mannose","alpha-D-Glucosyl-(1,3)-D-mannose"
kegg:C04148,"Phenylacetylglutamine","N2-(2-Phenylacetyl)-L-glutamine|Phenylacetylglutamine|alpha-N-Phenylacetyl-L-glutamine"
kegg:C04149,"alpha-Tubulin N6-acetyl-L-lysine","alpha-Tubulin N6-acetyl-L-lysine"
kegg:C04150,"beta-D-Mannosylphosphodecaprenol","beta-D-Mannosylphosphodecaprenol"
kegg:C04152,"rRNA containing N1-methylguanine","rRNA containing N1-methylguanine"
kegg:C04153,"rRNA containing N2-methylguanine","rRNA containing N2-methylguanine"
kegg:C04154,"rRNA containing N6-methyladenine","rRNA containing N6-methyladenine|rRNA(N6-methyladenine)"
kegg:C04155,"tRNA containing 5-methylcytosine","tRNA containing 5-methylcytosine"
kegg:C04156,"tRNA containing N1-methyladenine","tRNA containing N1-methyladenine"
kegg:C04157,"tRNA containing N1-methylguanine","tRNA containing N1-methylguanine"
kegg:C04158,"tRNA containing N2-methylguanine","tRNA containing N2-methylguanine"
kegg:C04159,"tRNA containing N6-methyladenine","tRNA containing N6-methyladenine"
kegg:C04160,"tRNA containing N7-methylguanine","tRNA containing N7-methylguanine"
kegg:C04161,"tRNA containing a thionucleotide","tRNA containing a thionucleotide"
kegg:C04164,"trans-Cinnamoyl beta-D-glucoside","1-O-trans-Cinnamoyl-beta-D-glucopyranose|trans-Cinnamoyl beta-D-glucoside"
kegg:C04165,"(+)-Neomenthyl O-beta-D-glucoside","(+)-Neomenthyl O-beta-D-glucoside"
kegg:C04166,"(+/-)-6-Hydroxy-3-oxo-alpha-ionol","(+/-)-6-Hydroxy-3-oxo-alpha-ionol|Vomifoliol"
kegg:C04167,"(+/-)-trans-Acenaphthene-1,2-diol","(+/-)-trans-Acenaphthene-1,2-diol"
kegg:C04170,"13-(2-Methylcrotonoyl)oxylupanine","(+)-13alpha-Tigloyloxylupanine|13-(2-Methylcrotonoyl)oxylupanine|13-(2-Methylcrotonoyl)oxylupinine"
kegg:C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate","(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate|(2S,3S)-2,3-Dihydroxy-2,3-dihydroxybenzoate"
kegg:C04175,"2-Deoxy-D-ribose 1,5-bisphosphate","2-Deoxy-D-ribose 1,5-bisphosphate"
kegg:C04178,"Bromoxynil","3,5-Dibromo-4-hydroxybenzonitrile|Bromoxynil"
kegg:C04180,"cis-3-Decenoyl-[acyl-carrier protein]","cis-3-Decenoyl-[acyl-carrier protein]"
kegg:C04181,"3-Hydroxy-3-methyl-2-oxobutanoic acid","2-Oxo-3-hydroxyisovalerate|3-Hydroxy-3-methyl-2-oxobutanoate|3-Hydroxy-3-methyl-2-oxobutanoic acid"
kegg:C04185,"5,6-Dihydroxyindole-2-carboxylate","5,6-Dihydroxyindole-2-carboxylate|DHICA"
kegg:C04186,"5-Carboxymethyl-2-hydroxymuconate","5-Carboxymethyl-2-hydroxymuconate"
kegg:C04187,"5-Methyldeoxycytidine diphosphate","5-Methyldeoxycytidine diphosphate"
kegg:C04188,"S-Methyl-5-thio-D-ribose 1-phosphate","5-methylthio-d-ribose 1-phosphate|S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate|S-Methyl-5-thio-D-ribose 1-phosphate|S-Methyl-5-thio-alpha-D-ribose 1-phosphate"
kegg:C04191,"Dihydrostreptomycin 3''-phosphate","Dihydrostreptomycin 3''-phosphate"
kegg:C04193,"Flavonol 3-O-D-xylosylgalactoside","Flavonol 3-O-D-xylosylgalactoside"
kegg:C04194,"Flavonol 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]","Flavonol 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]|Flavonol 3-O-rutinoside"
kegg:C04195,"Glycoprotein phosphatidylinositol","Glycoprotein phosphatidylinositol"
kegg:C04196,"Heparosan-N-sulfate D-glucuronate","Heparosan-N-sulfate D-glucuronate"
kegg:C04197,"Indole-3-acetyl-beta-1-D-glucoside","1-O-(Indol-3-yl)acetyl-beta-D-glucose|Indole-3-acetyl-beta-1-D-glucoside"
kegg:C04199,"Isovitexin 2''-O-beta-D-glucoside","Isovitexin 2''-O-beta-D-glucoside"
kegg:C04201,"L-Tyrosine methyl ester 4-sulfate","L-Tyrosine methyl ester 4-sulfate"
kegg:C04202,"Long-chain-fatty-acyl ethyl ester","Long-chain-fatty-acyl ethyl ester"
